img-cap(0,0): 0.14158, img-cap(0,1): 0.15816, img-cap(1,0): 0.80836, img-cap(1,1): 0.79376
img-cap(0,0): 0.12876, img-cap(0,1): 0.019022, img-cap(1,0): 0.80853, img-cap(1,1): 0.9375
img-cap(0,0): 0.17444, img-cap(0,1): 0.76034, img-cap(1,0): 0.025116, img-cap(1,1): 0.021075
img-cap(0,0): 0.19473, img-cap(0,1): 0.76034, img-cap(1,0): 0.0021932, img-cap(1,1): 0.021075
img-cap(0,0): 0.016185, img-cap(0,1): 0.0070982, img-cap(1,0): 0.12272, img-cap(1,1): 0.10898
img-cap(0,0): 0.032231, img-cap(0,1): 0.0021845, img-cap(1,0): 0.07735, img-cap(1,1): 0.15289
img-cap(0,0): 0.048069, img-cap(0,1): 0.034248, img-cap(1,0): 0.078466, img-cap(1,1): 0.074013
img-cap(0,0): 0.013041, img-cap(0,1): 0.27369, img-cap(1,0): 0.044033, img-cap(1,1): 0.38535
img-cap(0,0): 0.01745, img-cap(0,1): 0.038698, img-cap(1,0): 0.23984, img-cap(1,1): 0.12071
img-cap(0,0): 0.020251, img-cap(0,1): 0.02885, img-cap(1,0): 0.00045295, img-cap(1,1): 0.047314
img-cap(0,0): 0.97969, img-cap(0,1): 0.9835, img-cap(1,0): 0.94814, img-cap(1,1): 0.9705
img-cap(0,0): 0.86075, img-cap(0,1): 0.83994, img-cap(1,0): 0.69352, img-cap(1,1): 0.93925
img-cap(0,0): 0.6213, img-cap(0,1): 0.55735, img-cap(1,0): 0.77707, img-cap(1,1): 0.54975
img-cap(0,0): 0.98121, img-cap(0,1): 0.059335, img-cap(1,0): 0.032828, img-cap(1,1): 0.95547
